id,locale,family,slug,title,description,artwork_path,content_version
"stunt:botanist","en","stunt","botanist","Botanist","You automatically recognize common plants. You receive +1 Effect when using plants for medicine, poison, or alchemy.
Identify a rare or useful plant in the wild.","/stunts/base/botanist.png","2026-09-18"
"stunt:chemist","en","stunt","chemist","Chemist","Chemicals you craft have +1 Effect or +1 round duration.
Create an effective potion, poison, or explosive compound.","/stunts/base/chemist.png","2026-09-18"
"stunt:tinkerer","en","stunt","tinkerer","Tinkerer","You don't need specialized tools when repairing or crafting.
Repair or modify a device to serve an unintended purpose.","/stunts/base/tinkerer.png","2026-09-18"
"stunt:physician","en","stunt","physician","Physician","+1 Effect when treating Injuries and diseases outside battle.
Treat a diseased person.","/stunts/base/physician.png","2026-09-18"
"stunt:inventor","en","stunt","inventor","Inventor","Play a Special Action to invent a gadget tailored to the current situation. Destroy a non-consumable item for a +1 Effect.
Design and build a completely new tool or device.","/stunts/base/inventor.png","2026-09-18"
"stunt:academic","en","stunt","academic","Academic","Play Partial Success to give an ally a Boost and discard a Complication.
Teach an ally a new skill.","/stunts/base/academic.png","2026-09-18"
"stunt:powerfulRhetoric","en","stunt","powerfulRhetoric","Powerful Rhetoric","Playing a Partial Success when persuading or debating counts as a Success.
Make a speech.","/stunts/base/powerful-rhetoric.png","2026-09-18"
"stunt:medic","en","stunt","medic","Medic","+1 Effect when treating Injuries in battle.
Revive a fallen ally.","/stunts/base/medic.png","2026-09-18"
"stunt:foresight","en","stunt","foresight","Foresight","Receive a clue from the Storyteller in exchange for 2x Distress.
Fortell something.","/stunts/base/foresight.png","2026-09-18"
"stunt:senseDanger","en","stunt","senseDanger","Sense Danger","You receive +1 Effect when trying to notice ambushes, traps, or hidden dangers.
Detect an unseen threat before it strikes.","/stunts/base/sense-danger.png","2026-09-18"
"stunt:readEmotions","en","stunt","readEmotions","Read Emotions","Play a Success to detect underlying emotions of a character.
Call out a liar.","/stunts/base/read-emotions.png","2026-09-18"
"stunt:markAnOmen","en","stunt","markAnOmen","Mark an Omen","Play a Success to make all enemies in the same zone gain 1 Distress.
Act on a superstition.","/stunts/base/mark-an-omen.png","2026-09-18"
"stunt:genusLoci","en","stunt","genusLoci","Genus Loci","Play a Success to glimpse into an object or location’s past and learn a hidden truth.
Connect with a place or object's lingering essence.","/stunts/base/genus-loci.png","2026-09-18"
"stunt:guideEmotions","en","stunt","guideEmotions","Guide Emotions","+1 Effect when trying to calm someone down.
Talk someone down from attacking you.","/stunts/base/guide-emotions.png","2026-09-18"
"stunt:crowdControl","en","stunt","crowdControl","Crowd Control","Play a Special Action to control command a crowd, calming, riling up, or directing them.
Sway a crowd to obey you.","/stunts/base/crowd-control.png","2026-09-18"
"stunt:bless","en","stunt","bless","Bless","Once per scene, play a Success to remove a status card other than Injury from an ally.
Bless someone.","/stunts/base/bless.png","2026-09-18"
"stunt:circleOfProtection","en","stunt","circleOfProtection","Circle of Protection","Once per session, play a Success to shield yourself and allies in your zone from the next hostile action.
Create a protective boundary.","/stunts/base/circle-of-protection.png","2026-09-18"
