id,locale,family,slug,title,description,artwork_path,content_version
"asset-base:medieval_hunting_bow","en","asset-base","medieval_hunting_bow","Hunting Bow","A light two-handed ranged weapon. Range: 1-2 zones away. -1 Effect when shooting targets in the same zone.","/assets/medieval/hunting-bow.png","2026-09-16"
"asset-base:medieval_crossbow","en","asset-base","medieval_crossbow","Crossbow","A heavy two-handed ranged weapon. Range: 1-2 zones. Ignores Plate Armor. -1 Effect when shooting targets in the same zone.","/assets/medieval/crossbow.png","2026-09-16"
"asset-base:medieval_hand_cannon","en","asset-base","medieval_hand_cannon","Hand-Cannon","A heavy two-handed ranged weapon. Range: 0-2 zones away. Play 2 Outcome cards over 2 turns to load and fire. Add the Effect together.","/assets/medieval/hand-cannon.png","2026-09-16"
"asset-base:medieval_riding_horse","en","asset-base","medieval_riding_horse","Riding Horse","Can move 2 zones per turn. +1 Effect when attacking infantry on horseback.","/assets/medieval/riding-horse.png","2026-09-16"
"asset-base:medieval_wagon","en","asset-base","medieval_wagon","Horse-Drawn Wagon","Can move 2 zones per turn. Capacity: 2 people in the front and up to 6 in the back. +1 Effect when defending from infantry.","/assets/medieval/wagon.png","2026-09-16"
"asset-base:medieval_grappling_hook","en","asset-base","medieval_grappling_hook","Grappling Hook","+1 Effect while climbing.","/assets/medieval/grappling-hook.png","2026-09-16"
"asset-base:medieval_lockpick_set","en","asset-base","medieval_lockpick_set","Lockpick Set","Allows picking locks.","/assets/medieval/lockpick-set.png","2026-09-16"
"asset-base:medieval_bandages","en","asset-base","medieval_bandages","Bandages","Removes 2x Injury. Usable during battle. Consumed after use.","/assets/medieval/bandages.png","2026-09-16"
"asset-base:medieval_healing_salve","en","asset-base","medieval_healing_salve","Healing Salve","+1 Effect when healing to remove Injuries. Not usable during battle.","/assets/medieval/healing-salve.png","2026-09-16"
"asset-base:medieval_herbal_remedy","en","asset-base","medieval_herbal_remedy","Herbal Remedy","Receive a Boost or negate Poison. Usable during battle. Consumed after use.","/assets/medieval/herbal-remedy.png","2026-09-16"
"asset-base:medieval_prayer_book","en","asset-base","medieval_prayer_book","Prayer Book","+1 Effect when practicing religion to relieve Distress. Not usable during battle.","/assets/medieval/prayer-book.png","2026-09-16"
"asset-base:medieval_mead","en","asset-base","medieval_mead","Mead","Removes 2x Distress. Usable during battle. Consumed after use.","/assets/medieval/mead.png","2026-09-16"
"asset-base:medieval_grenade","en","asset-base","medieval_grenade","Grenade","Play an Outcome card to throw the granade up to 1 zone away. Damages everything in the zone. Consumed after use.","/assets/medieval/grenade.png","2026-09-16"
"asset-base:medieval_lantern","en","asset-base","medieval_lantern","Lantern","Provides light in the current zone. Can be used in the rain. Does not count as an open flame.","/assets/medieval/lantern.png","2026-09-16"
"asset-base:medieval_torch","en","asset-base","medieval_torch","Torch","Provides light in the current zone. Cannot be used in the rain. Counts as an open flame.","/assets/medieval/torch.png","2026-09-16"
"asset-base:medieval_cannon","en","asset-base","medieval_cannon","Cannon","A heavy explosive artillery weapon. Range: 1+ zones away. Ignores all shields and armor. Damages everything in the zone.","/assets/medieval/cannon.png","2026-09-16"
"asset-base:medieval_rations","en","asset-base","medieval_rations","Rations","Food and water to sustain a person for a day.","/assets/medieval/rations.png","2026-09-16"
"asset-base:medieval_pouch","en","asset-base","medieval_pouch","Pouch","A pouch can store easily accessable small things. Can be attached to a belt.","/assets/medieval/pouch.png","2026-09-16"
"asset-base:medieval_chest","en","asset-base","medieval_chest","Chest","A chest can store heavier things for easier transportation. Can be locked.","/assets/medieval/chest.png","2026-09-16"
"asset-base:medieval_letter","en","asset-base","medieval_letter","Letter","A letter is a convenient way of passing information.","/assets/medieval/letter.png","2026-09-16"
"asset-base:medieval_poison","en","asset-base","medieval_poison","Poison","Causes 1x Injury at the end of every Round until healed. Can be applied to a weapon. Usable during battle. Consumed after use.","/assets/medieval/poison.png","2026-09-16"
"asset-base:medieval_key","en","asset-base","medieval_key","Key","What does it open","/assets/medieval/key.png","2026-09-16"
"asset-base:medieval_trap","en","asset-base","medieval_trap","Trap","Causes 2x Injury and Stuck when stepped on. Takes a Success to escape from it.","/assets/medieval/trap.png","2026-09-16"
"asset-base:medieval_tools","en","asset-base","medieval_tools","Tools","Tools for crafting.","/assets/medieval/tools.png","2026-09-16"
"asset-base:medieval_digging","en","asset-base","medieval_digging","Digging tools","Usable for mining or breaking down obstacles.","/assets/medieval/digging.png","2026-09-16"
"asset-base:medieval_ore","en","asset-base","medieval_ore","Ore","Does it contain precious metals, gems or is it just a fancy stone","/assets/medieval/ore.png","2026-09-16"
"asset-base:medieval_stone","en","asset-base","medieval_stone","Stone","An excellent building material.","/assets/medieval/stone.png","2026-09-16"
"asset-base:medieval_wood","en","asset-base","medieval_wood","Wood","Good for building, but quite flamable.","/assets/medieval/wood.png","2026-09-16"
"asset-base:medieval_iron","en","asset-base","medieval_iron","Iron","Can be used to craft something useful by a blacksmith.","/assets/medieval/iron.png","2026-09-16"
"asset-base:medieval_silver","en","asset-base","medieval_silver","Silver","Can be used to craft something pretty by a jewler.","/assets/medieval/silver.png","2026-09-16"
"asset-base:medieval_gold","en","asset-base","medieval_gold","Gold","Can be used to craft something precious by a jewler.","/assets/medieval/gold.png","2026-09-16"
"asset-base:base_light_weapon","en","asset-base","base_light_weapon","Light Weapon","When attacking with Success or better, you may also play a Partial Success to attack again.","/assets/base/light_weapon.png","2026-09-16"
"asset-base:base_heavy_weapon","en","asset-base","base_heavy_weapon","Heavy Weapon","+1 Effect when attacking with Success or better.","/assets/base/heavy_weapon.png","2026-09-16"
"asset-base:base_reach_weapon","en","asset-base","base_reach_weapon","Reach Weapon","Attacks in same or adjacent zone. On Success, prevent target’s movement next round.","/assets/base/reach_weapon.png","2026-09-16"
"asset-base:base_spread_weapon","en","asset-base","base_spread_weapon","Spread Weapon","Attack all enemies in your zone or an adjacent one.","/assets/base/spread_weapon.png","2026-09-16"
"asset-base:base_throwable_weapon","en","asset-base","base_throwable_weapon","Throwable Weapon","Throw to attack up to 2 zones away.","/assets/base/throwable_weapon.png","2026-09-16"
"asset-base:base_precision_weapon","en","asset-base","base_precision_weapon","Precision Weapon","Shoot to attack up to 3 zones away.","/assets/base/precision_weapon.png","2026-09-16"
"asset-base:base_repeating_weapon","en","asset-base","base_repeating_weapon","Repeating Weapon","Attack up to 3 targets 1-2 zones away. Draw from the Outcome Deck for each enemy. Stop on Fumble.","/assets/base/repeating_weapon.png","2026-09-16"
"asset-base:base_artillery_weapon","en","asset-base","base_artillery_weapon","Artillery Weapon","Play an Outcome card. At the beginning of your next turn, attack all enemies in the targeted zone with the result.","/assets/base/artillery_weapon.png","2026-09-16"
"asset-base:base_light_armor","en","asset-base","base_light_armor","Light Armor","Reduce received Injury by 1 and convert it to a Distress.","/assets/base/light_armor.png","2026-09-16"
"asset-base:base_heavy_armor","en","asset-base","base_heavy_armor","Heavy Armor","Reduce received Injury by 1.","/assets/base/heavy_armor.png","2026-09-16"
"asset-base:base_shield","en","asset-base","base_shield","Shield","Convert a Partial Success into a Success when defending.","/assets/base/shield.png","2026-09-16"
"asset-base:base_healing","en","asset-base","base_healing","Healing","Consumable.\nRemove 1 Injury or spend an action and remove Effect +1 Injury.","/assets/base/healing.png","2026-09-16"
"asset-base:base_comfort","en","asset-base","base_comfort","Comfort","Consumable.\nRemove 1 Distress or spend an action and remove Effect +1 Distress.","/assets/base/comfort.png","2026-09-16"
"asset-base:base_surge","en","asset-base","base_surge","Surge","Consumable.\nReceive 2x Boost.","/assets/base/surge.png","2026-09-16"
"asset-base:base_tools","en","asset-base","base_tools","Tools","+1 Effect on an action while using a tool to work.","/assets/base/tools.png","2026-09-16"
"asset-base:base_light","en","asset-base","base_light","Light","Lights up current zone.","/assets/base/light.png","2026-09-16"
"asset-base:base_vehicle","en","asset-base","base_vehicle","Vehicle","On Move, you can move +1 zone further.","/assets/base/vehicle.png","2026-09-16"
"asset-base:base_package","en","asset-base","base_package","Package","Contains something important.","/assets/base/package.png","2026-09-16"
"asset-base:base_document","en","asset-base","base_document","Document","Holds important information.","/assets/base/document.png","2026-09-16"
"asset-base:base_valuables","en","asset-base","base_valuables","Valuables","Holds valuable items or currency.","/assets/base/valuables.png","2026-09-16"
"asset-base:base_key","en","asset-base","base_key","Key","Opens something important.","/assets/base/key.png","2026-09-16"
"asset-base:base_resources","en","asset-base","base_resources","Resources","Basic resources for crafting or building.","/assets/base/resources.png","2026-09-16"
